ENSEMBL,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction,ENTREZID,SYMBOL,GENENAME
ENSG00000140416,-1.19717068823427,6.00114081426579,-4.78964682901841,7.92850037106619e-05,0.0129948121081775,1.51419148301378,down.reg,7168,TPM1,tropomyosin 1
ENSG00000257088,1.92809357473664,1.0984219176456,4.75163195693287,8.71391107456859e-05,0.0134702621906842,1.48438980267114,up.reg,,,
ENSG00000174137,-1.14732343762321,2.94555276693867,-4.73155110016799,9.15990154594263e-05,0.01376198874765,1.4695963044,down.reg,152877,FAM53A,family with sequence similarity 53 member A
ENSG00000133706,0.694700381839438,6.99980674258246,4.7693102311002,8.33937963504836e-05,0.0134702621906842,1.45685860180545,up.reg,51520,LARS,leucyl-tRNA synthetase
ENSG00000019505,1.4651881031248,5.17108661468013,4.76130369826191,8.50695792557367e-05,0.0134702621906842,1.45635170717832,up.reg,57586,SYT13,synaptotagmin 13
ENSG00000237649,-0.667417808358738,5.82806408685682,-4.75035609955593,8.74158675639279e-05,0.0134702621906842,1.41906101557143,down.reg,3833,KIFC1,kinesin family member C1
ENSG00000170412,5.82868450589827,0.737497111089478,5.06191794715193,4.0379001829189e-05,0.0092128104046027,1.40426137152139,up.reg,55890,GPRC5C,G protein-coupled receptor class C group 5 member C
ENSG00000071794,0.827146259445072,5.92784052110926,4.72068642976961,9.41069453194216e-05,0.0140219348525938,1.34284398984773,up.reg,6596,HLTF,helicase like transcription factor
ENSG00000183734,2.12574053112044,1.11427864870628,4.70393978133055,9.81084501507333e-05,0.0144375890344127,1.32227060142162,up.reg,430,ASCL2,achaete-scute family bHLH transcription factor 2
ENSG00000196387,1.12462170462607,4.31307992364489,4.69383195859353,0.00010060591862481,0.0145105928550936,1.31984059421443,up.reg,7699,ZNF140,zinc finger protein 140
ENSG00000067057,1.98158443123915,5.15120540431361,4.70212889843505,9.8551263865613e-05,0.0144375890344127,1.31509590135087,up.reg,5214,PFKP,"phosphofructokinase, platelet"
ENSG00000113070,1.09749938410125,3.255291579543,4.66943981825511,0.000106898965793135,0.014986274529915,1.31458358799852,up.reg,1839,HBEGF,heparin binding EGF like growth factor
ENSG00000019169,-2.50186773079359,1.50581502966045,-4.66004276974785,0.000109427515964453,0.014986274529915,1.30910222890124,down.reg,8685,MARCO,macrophage receptor with collagenous structure
ENSG00000081791,0.776066653015635,5.65161701344349,4.6990896528775,9.92989650156511e-05,0.0144375890344127,1.29502489660114,up.reg,9812,DELE1,DAP3 binding cell death enhancer 1
ENSG00000147381,-5.11375793302743,-1.30974521027603,-4.90412916658747,5.96754780619973e-05,0.011091641175049,1.29390864909967,down.reg,4103,MAGEA4,MAGE family member A4
ENSG00000170608,-1.55904865564655,1.20741327860651,-4.62551895919778,0.000119243675383622,0.0158043133772738,1.24558998656619,down.reg,3171,FOXA3,forkhead box A3
ENSG00000102383,-3.38746230212942,-0.58426056451209,-4.74071923833839,8.95350206761432e-05,0.0136621262472114,1.23075077421885,down.reg,158866,ZDHHC15,zinc finger DHHC-type containing 15
ENSG00000117115,-1.50561684097378,7.08802753117948,-4.66898634477324,0.000107019628077373,0.014986274529915,1.2292981305483,down.reg,11240,PADI2,peptidyl arginine deiminase 2
ENSG00000181904,1.12111495158696,5.0045458711788,4.66063064096195,0.000109267585969491,0.014986274529915,1.2173879648715,up.reg,134553,C5orf24,chromosome 5 open reading frame 24
ENSG00000146966,1.70707451268917,4.49883855028562,4.6533327154045,0.000111269715327708,0.0149891527160618,1.21697394354128,up.reg,27147,DENND2A,DENN domain containing 2A
ENSG00000176406,-3.14146430249111,0.618276479763351,-4.61728905172366,0.00012171126887065,0.0158043133772738,1.21313903127241,down.reg,9699,RIMS2,regulating synaptic membrane exocytosis 2
ENSG00000272568,1.85205222742247,0.311196725129172,4.66591951379592,0.000107839261711758,0.014986274529915,1.19887088356042,up.reg,100506497,LOC100506497,uncharacterized LOC100506497
ENSG00000092621,-0.835438565351742,8.15370192828876,-4.65283920990994,0.00011140642653238,0.0149891527160618,1.19452405045826,down.reg,26227,PHGDH,phosphoglycerate dehydrogenase
ENSG00000129625,0.95538959144023,6.45236870219219,4.65896046424393,0.000109722571298951,0.014986274529915,1.19124439582456,up.reg,7905,REEP5,receptor accessory protein 5
ENSG00000166183,4.47938883890861,0.175772638288387,4.96762500595002,5.09875808998321e-05,0.0102139455115897,1.17933541546222,up.reg,374569,ASPG,asparaginase
ENSG00000135443,-3.06096656966925,3.04162041232737,-4.59429027652175,0.00012888204119561,0.0158267728873078,1.1689335681717,down.reg,3891,KRT85,keratin 85
ENSG00000168936,-1.10902445372544,6.42235679534903,-4.63396176556505,0.000116764393606704,0.0155936685358168,1.13999558182313,down.reg,92305,TMEM129,transmembrane protein 129
ENSG00000105639,3.18042054714937,-0.537490969249175,4.82102725075379,7.33406939206018e-05,0.012592946387567,1.12602555351374,up.reg,3718,JAK3,Janus kinase 3
ENSG00000174514,1.0556084024972,4.67781135208503,4.61842250258338,0.000121368405226694,0.0158043133772738,1.11989730746126,up.reg,148808,MFSD4A,major facilitator superfamily domain containing 4A
ENSG00000205426,-3.14755025998424,7.82538256562977,-4.61328365180379,0.000122930686292851,0.0158043133772738,1.11258600654488,down.reg,3887,KRT81,keratin 81
ENSG00000117308,-1.19036686168267,3.4348868764358,-4.58099912490144,0.000133217710121736,0.015905841693939,1.09617314426004,down.reg,2582,GALE,UDP-galactose-4-epimerase
ENSG00000176915,0.909167782337341,5.58631204592192,4.6144895173493,0.000122562284660537,0.0158043133772738,1.08934232467278,up.reg,23141,ANKLE2,ankyrin repeat and LEM domain containing 2
ENSG00000147642,-1.22960407684516,4.30653638990347,-4.59720384496979,0.000127950684495189,0.0158267728873078,1.08679186375766,down.reg,55638,SYBU,syntabulin
ENSG00000134453,-0.805772537915733,5.72152091143228,-4.61109778808396,0.000123601319329725,0.0158043133772738,1.08614548645133,down.reg,84991,RBM17,RNA binding motif protein 17
ENSG00000137814,-0.929768918026547,4.13844799564197,-4.59024330966312,0.000130186992782326,0.0158267728873078,1.08087292291261,down.reg,55142,HAUS2,HAUS augmin like complex subunit 2
ENSG00000213654,-1.37058341522216,3.44711291541961,-4.57439934359408,0.000135424642835863,0.0160629663532091,1.07573927813187,down.reg,63940,GPSM3,G protein signaling modulator 3
ENSG00000188833,-2.80338160921474,0.487113987496287,-4.5877415395465,0.000131000311437451,0.0158267728873078,1.07314144745731,down.reg,377841,ENTPD8,ectonucleoside triphosphate diphosphohydrolase 8
ENSG00000137804,-0.909423399462215,6.70617640872129,-4.60535173435785,0.000125381790376794,0.0158267728873078,1.06925241989493,down.reg,51203,NUSAP1,nucleolar and spindle associated protein 1
ENSG00000072310,-0.901889011272393,6.42092215889938,-4.60156860686667,0.000126568050837696,0.0158267728873078,1.06019283146847,down.reg,6720,SREBF1,sterol regulatory element binding transcription factor 1
ENSG00000196810,-1.21716625146966,4.66460341945251,-4.59028406187855,0.000130173786344175,0.0158267728873078,1.05882379329412,down.reg,,,
ENSG00000140157,-0.845504962043422,5.50579335591894,-4.58566997294519,0.000131677626773319,0.0158267728873078,1.03101239747341,down.reg,81614,NIPA2,NIPA magnesium transporter 2
ENSG00000129925,-1.01110523050952,5.81575311585646,-4.5867083411312,0.000131337686170033,0.0158267728873078,1.02704309852448,down.reg,58986,TMEM8A,transmembrane protein 8A
ENSG00000141096,-4.24986255057517,-0.258118999297323,-4.55787554338861,0.000141112216366903,0.0165202087589539,1.01109551750937,down.reg,64180,DPEP3,dipeptidase 3
ENSG00000166405,2.41318262842655,0.133927136598642,4.5636029411889,0.000139114204519936,0.0163927450541825,0.985465314073275,up.reg,79608,RIC3,RIC3 acetylcholine receptor chaperone
ENSG00000101017,3.13933450125939,1.4108391836388,4.52015761840516,0.000155008026675905,0.0174664982058744,0.960111223319943,up.reg,958,CD40,CD40 molecule
ENSG00000156232,-0.764184026020756,3.01652008212096,-4.52044585309884,0.000154896802737678,0.0174664982058744,0.959953318533535,down.reg,123720,WHAMM,"WASP homolog associated with actin, golgi membranes and microtubules"
ENSG00000151651,-2.73598445604458,1.2022797607993,-4.49793709534958,0.000163827691632797,0.017817002333086,0.957824198254868,down.reg,101,ADAM8,ADAM metallopeptidase domain 8
ENSG00000185168,3.0115311124899,-0.795494569312179,4.75754030268309,8.58689217562429e-05,0.0134702621906842,0.950409465861304,up.reg,,,
ENSG00000128000,1.82419221290191,2.35717053333217,4.49498581692416,0.00016503629650149,0.017817002333086,0.948492118272234,up.reg,163131,ZNF780B,zinc finger protein 780B
ENSG00000120322,2.9009943146563,2.83615502815347,4.49707983477526,0.000164177840144255,0.017817002333086,0.946530604210848,up.reg,56128,PCDHB8,protocadherin beta 8
ENSG00000145782,0.970105132437259,4.71966491079946,4.5371833635354,0.000148573381545816,0.0171903520180401,0.929444339874848,up.reg,9140,ATG12,autophagy related 12
ENSG00000269936,3.84771146765119,0.92261428921014,4.48384811040478,0.000169678359583632,0.0179929636790069,0.919762833284236,up.reg,,,
ENSG00000134802,-1.01869141336925,7.2857729314535,-4.53672405295915,0.00014874340866461,0.0171903520180401,0.90814648129451,down.reg,29015,SLC43A3,solute carrier family 43 member 3
